collected_frames,state/lin_vel_mean,state/lin_vel_max,state/ang_vel_mean,state/ang_vel_max,state/roll_deg_mean,state/roll_deg_max,state/pitch_deg_mean,state/pitch_deg_max,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/pct_healthy
7208960,0.33246345608495176,1.1003941362723708,0.31683391775004566,2.0978948762640357,1.1477135811001062,29.947455063462257,3.636701514944434,51.47866994142532,3.6529669240117073,0.07717764534754679,-0.12785462266765535,1.0
7274496,0.3270607371814549,2.222019572276622,0.32489838916808367,2.811998059041798,1.6017626384273171,45.413169741630554,4.431856097653508,60.75960269570351,3.6514312773942947,0.07212204358074814,-0.11695433509885333,1.0
7340032,0.18904858600931712,0.949101904250053,0.11271993350518127,1.4963138544460737,0.8451037338285438,26.82946987377749,2.373621455118823,41.19768960155681,3.9235176883907203,0.05781023843068046,-0.02642047965859837,1.0
7405568,0.3587510308716446,1.0840974859893322,0.28384741535410285,2.1494389083236456,0.6194206941872835,28.102933764457703,2.8209874406456947,46.1116646528244,4.018788205459714,0.07109146262519062,-0.14300371531862766,1.0
7471104,0.3337152968160808,1.0828250823542476,0.27541502960957587,2.042515439912677,0.7085780375637114,33.872512236237526,2.8682134803384542,58.71550226211548,3.832957424223423,0.07351918058702722,-0.21055478662310634,1.0
7536640,0.3306454464327544,1.390017525292933,0.2716955515788868,2.3564628083258867,0.9221049281768501,56.20085754990578,3.187024964019656,54.71899178624153,3.7800698094069958,0.07670319761382416,-0.16205151285976171,1.0
7602176,0.3223808624316007,1.9180984101258218,0.27270941564347595,2.528327609412372,1.1688645901158452,57.028987258672714,3.433709943667054,62.56132796406746,3.7929438687860966,0.07044548261910677,-0.3901257764082402,1.0
7667712,0.19548732022115264,1.0500247006764614,0.10406062970813139,1.4234874288001693,0.4854709055991451,22.692560734631247,1.7049595828375679,32.13395506769688,4.1046342286000765,0.05188968982154795,-0.1263208432762648,1.0
7733248,0.3500910666771233,1.0825293846428394,0.3076175022870302,2.3368997890502214,1.184229303151369,37.604502603411674,3.7404753919690847,52.65740755200386,4.1520396284759045,0.07596723560709506,-0.1794663204200333,1.0
7798784,0.3417681148275733,1.1285871737636626,0.31211806437931955,2.3680002791807055,1.175461241044104,51.036979138851166,2.9673121981322765,50.14496827125549,3.978828513994813,0.07091798144392669,-0.46768510551191866,1.0
