collected_frames,rew/flipper_penalty,rew/pitch_penalty,rew/contact_penalty,rew/terminal_bonus,rew/total_reward
63307776,-0.0008077715997387713,-1.2514479628578101e-05,-0.003352165145770414,0.0006256103515625,-0.0035468408500491933
63438848,-0.00085154472526483,-1.0849777233090663e-05,-0.003250694191592629,-0.005218505859375,-0.009331594637387752
63569920,-0.0007513519417443604,-1.160468629279876e-05,-0.0033342742262902902,-0.0009918212890625,-0.005089052119728876
63700992,-0.0007542240255133947,-1.0674659520759633e-05,-0.0032537077877350384,-0.00244140625,-0.006460012665229442
63832064,-0.0008183461759472266,-1.1301580173039838e-05,-0.003181686312018428,-0.00177001953125,-0.00578135353680409
63963136,-0.0008105218444143247,-1.129404954980373e-05,-0.0032240676064247964,-0.0007781982421875,-0.004824081795959501
64094208,-0.0007946341538627166,-1.1819904237597711e-05,-0.003189315724739572,-0.00445556640625,-0.008451336229882145
64225280,-0.0007977048335305881,-9.48296398206594e-06,-0.0031943892518029315,-0.0011444091796875,-0.0051459863184391
64356352,-0.0008607272011431633,-1.0857458782709273e-05,-0.0032950209715636447,0.0003662109375,-0.00380039467017923
64487424,-0.0009927610340128012,-1.2575886408683346e-05,-0.003265785526309628,-0.0040435791015625,-0.008314669722949475
64618496,-0.0008472456634081027,-1.29005616855693e-05,-0.003262340869696345,-0.001220703125,-0.005343127233118139
64749568,-0.0007676787035961752,-1.0518535198400514e-05,-0.0033214186787517974,-0.0022430419921875,-0.006342657813092956
64880640,-0.0007710474624218477,-1.0285705890566987e-05,-0.003311080865387339,-0.0026702880859375,-0.006762702047126368
65011712,-0.0008125843455673021,-1.1036823636345616e-05,-0.003265380804805318,-0.0010986328125,-0.005187634744743264
65142784,-0.000866030494307779,-1.1869924577467827e-05,-0.003227907842301647,-0.00360107421875,-0.00770685008910732
65273856,-0.0007929681210043782,-1.273555622560707e-05,-0.0031631087495043175,-0.001312255859375,-0.005281068332351424
65404928,-0.0007914864099802799,-1.2509542521854655e-05,-0.0032566451191087253,0.0001983642578125,-0.00386227682020035
65536000,-0.000871718562393653,-1.213006314770837e-05,-0.003211275274225045,-0.00421142578125,-0.008306518330300605
65667072,-0.000817921667930932,-1.2516806769724553e-05,-0.0032056807813205523,-0.00146484375,-0.005500963009126281
65798144,-0.0007756268319099036,-1.3600632833288273e-05,-0.003201827927114209,-0.002166748046875,-0.006157803671158035
65929216,-0.0008107283179015212,-1.2974001229792975e-05,-0.0032175826218008297,-0.0023040771484375,-0.006345362107822439
66060288,-0.0008536519626431982,-1.158167980008784e-05,-0.003227729668651591,-0.0012664794921875,-0.005359442799544922
66191360,-0.0008546217773073295,-1.0111248343491752e-05,-0.003290023714725976,-0.0035400390625,-0.007694795931911358
66322432,-0.0008282789567601867,-1.1161932285119747e-05,-0.0032504271639481885,-0.0017242431640625,-0.005814111300423974
66453504,-0.0007774286973472044,-1.373226722733989e-05,-0.0033170699007314397,0.00030517578125,-0.003803055195021443
66584576,-0.0009075955540538416,-1.2851128239788068e-05,-0.003233985784390825,-0.00469970703125,-0.008854139489812951
66715648,-0.000848351488912158,-1.4592952190639608e-05,-0.003288764879471273,-0.001953125,-0.006104834315920016
66846720,-0.000829772790439165,-1.2726318850297957e-05,-0.0033629988593020244,-0.00177001953125,-0.005975517336992198
66977792,-0.0008465330743092636,-1.2486366237851598e-05,-0.003288726686150767,-0.0023040771484375,-0.006451823364386655
67108864,-0.0008144495527631079,-1.2816552391825553e-05,-0.0032323836221621605,-0.00115966796875,-0.005219317713908822
67239936,-0.0008715151529941068,-1.3025159837809497e-05,-0.0033343886279908475,-0.0037841796875,-0.008003108627235633
67371008,-0.0009028106896948884,-1.2099561423895011e-05,-0.0032501982950634556,-0.0008087158203125,-0.0049738243460524245
67502080,-0.0008693549348208762,-1.1734040917588118e-05,-0.003334617540531326,-3.0517578125e-05,-0.00424622407717834
67633152,-0.000844481809053832,-1.2290083027721721e-05,-0.0033219146043848014,-0.0048370361328125,-0.009015722556341643
67764224,-0.0008038075557124102,-1.2041528457018558e-05,-0.003334960845677415,-0.001708984375,-0.005859794332536694
67895296,-0.0008320508336510102,-1.2072882029201537e-05,-0.00324459066723648,-0.0026397705078125,-0.0067284850942996854
68026368,-0.0008408890203099872,-1.2298504522334497e-05,-0.003281669516582042,-0.0023956298828125,-0.006530486956307868
68157440,-0.0007718404094703146,-1.4844065503893944e-05,-0.003240203772293171,-0.0011444091796875,-0.0051712974732254224
68288512,-0.000838675985505688,-1.2288375145885766e-05,-0.003172187703967211,-0.0035400390625,-0.007563191118606483
68419584,-0.0008885245451892843,-1.2904616497166899e-05,-0.0032027434499468654,-0.001312255859375,-0.005416428483385971
68550656,-0.0009488164037065872,-1.2068652011976155e-05,-0.003239517116526258,0.0004730224609375,-0.0037273797574925993
68681728,-0.0008872552425600588,-1.1894929158984269e-05,-0.0032472609527758323,-0.00482177734375,-0.008968188467861182
68812800,-0.0008573903951401007,-1.3012061685913068e-05,-0.003280258091763244,-0.0012664794921875,-0.005417139978817431
68943872,-0.0008251677868429397,-1.1888291929551542e-05,-0.003277549705671845,-0.0029754638671875,-0.007090069532750931
69074944,-0.000841661367303459,-1.1927415918933093e-05,-0.0032152556377695873,-0.0027313232421875,-0.006800167602705187
69206016,-0.0008419242722084164,-1.1348423143431319e-05,-0.0032580947008682415,-0.0004730224609375,-0.004584389934734645
69337088,-0.0008586264134464727,-1.132117928648313e-05,-0.003187179463566281,-0.0034332275390625,-0.007490354672881949
69468160,-0.0008096992855826102,-1.1364712257488918e-05,-0.0032141493811650435,-0.0014801025390625,-0.00551531599558075
69599232,-0.0008460193203063682,-1.2067742019894467e-05,-0.003200035003828816,0.000274658203125,-0.003783463901072537
69730304,-0.0007833833487893571,-1.1644741015004456e-05,-0.0031921767385938438,-0.0052490234375,-0.009236228179815953
69861376,-0.0007804253400536254,-1.326945324819917e-05,-0.0032029341491579544,-0.0010223388671875,-0.005018967844534927
69992448,-0.0008040504667405912,-1.141770594870195e-05,-0.0031950377560860943,-0.001922607421875,-0.005933113482569752
70123520,-0.0008492977435707871,-1.1526728464161806e-05,-0.0031986235662770923,-0.0027008056640625,-0.006760253670108796
70254592,-0.0007547450450147153,-1.2376645564415867e-05,-0.0031992720942071173,-0.0008697509765625,-0.004836144711589441
70385664,-0.0008820249936434266,-1.3086028026521035e-05,-0.0031537245704384986,-0.0031585693359375,-0.007207404830751329
70516736,-0.0008671837167639751,-1.1390651835085919e-05,-0.0030941008662921377,-0.0016632080078125,-0.005635883305785683
70647808,-0.0009707716649245413,-1.342335580289955e-05,-0.0031370161668746732,0.001068115234375,-0.0030530960016221798
70778880,-0.0009192012416860962,-1.2157206178642355e-05,-0.0031202697045955574,-0.004150390625,-0.008202018546398904
70909952,-0.0009067781384146656,-1.2515309876448555e-05,-0.0032224272508756258,-0.0009918212890625,-0.005133541996201529
71041024,-0.0009361662187075126,-1.0994540907915962e-05,-0.0031879805737844435,-0.0018310546875,-0.005966195988548861
71172096,-0.0008696882014191942,-1.2182150605610786e-05,-0.003165153095324058,-0.002716064453125,-0.006763058465367067
71303168,-0.000848532372401678,-1.257230660201003e-05,-0.003199882432454615,-0.00091552734375,-0.00497651449040859
71434240,-0.0008665496211506252,-1.2567517423178742e-05,-0.0033425902529415907,-0.0032806396484375,-0.007502347051740799
71565312,-0.0009128615797635575,-1.4928903652844383e-05,-0.0036006545251439093,-0.0004425048828125,-0.004970949870767072
71696384,-0.0008923120217332325,-1.5512462688604955e-05,-0.0036293410394137027,0.0009307861328125,-0.003606379336815735
71827456,-0.0008863420844136272,-1.5127332524400572e-05,-0.003470191857559257,-0.003448486328125,-0.007820147449365322
71958528,-0.000866147162469133,-1.5576626246627256e-05,-0.003380241323611699,-0.00146484375,-0.005726808832150709
72089600,-0.0009044567550517968,-1.3583534816064002e-05,-0.0032353209535358474,-0.0029449462890625,-0.007098307605701848
72220672,-0.0009063510115083773,-1.3339803103917802e-05,-0.003210182116163196,-0.0026397705078125,-0.006769643439383799
72351744,-0.0008769093678893114,-1.2628382371815405e-05,-0.0031909806093608495,-0.001251220703125,-0.005331707821369491
72482816,-0.000880600704022072,-1.2856502145552895e-05,-0.0032295989203703357,-0.0033721923828125,-0.0074952485033463745
72613888,-0.0007622724242537515,-1.2278351817940347e-05,-0.003218879621272208,-0.0014495849609375,-0.005443015402306628
72744960,-0.000817644143353391,-1.2207736943992131e-05,-0.0033010863553499803,0.000244140625,-0.0038867976081746747
72876032,-0.0008466871254313446,-1.0526196426496881e-05,-0.0032252501532639144,-0.0048828125,-0.008965275997525168
73007104,-0.0008177204417734174,-1.2750322547105952e-05,-0.0031991194973670645,-0.0015411376953125,-0.005570727993926994
73138176,-0.0008318531436088961,-1.1831309201681961e-05,-0.003172836200974416,-0.002227783203125,-0.006244304021947755
73269248,-0.0008447059758509567,-1.1012317976621944e-05,-0.00310993185848929,-0.0027313232421875,-0.006696973467569478
73400320,-0.0008267554121630383,-9.81713132830464e-06,-0.0031342314559879014,-0.000579833984375,-0.004550638040200283
