collected_frames,train/mean_reward,train/epsilon,train/replay_buffer_size,train/q_network_lr,train/loss,train/grad_norm,train/q_mean,train/target_q_mean,train/extrinsic_reward_mean,train/icm_loss_forward,train/icm_loss_inverse,train/icm_intrinsic_reward_mean
5767168,,,,,0.11459926515817642,0.03275413438677788,0.6894341707229614,0.5902761220932007,-0.09741208702325821,0.008192314766347408,1.8755125999450684,0.008221296593546867
5898240,0.0143142594024539,0.9236607142857143,5898240,0.0004919642857142854,,,,,,,,
5898240,,,,,0.058849819004535675,0.09908334165811539,0.6659688949584961,0.5922092199325562,-0.04863724857568741,0.01026965957134962,1.8988999128341675,0.010241160169243813
6029312,-0.007517504505813122,0.9219642857142857,6029312,0.0004917857142857139,,,,,,,,
6029312,,,,,0.001809180248528719,0.0562237910926342,0.700657069683075,0.6884899735450745,0.015053601935505867,0.0026406729593873024,1.7852518558502197,0.002635910641402006
6160384,0.0021667229011654854,0.9202678571428572,6160384,0.0004916071428571425,,,,,,,,
6160384,,,,,0.11255531013011932,0.024590427055954933,0.778822124004364,0.7884695529937744,0.014387164264917374,0.01644771546125412,1.6897153854370117,0.016288915649056435
6291456,0.0108478469774127,0.9185714285714286,6291456,0.000491428571428571,,,,,,,,
6291456,,,,,0.0013277096441015601,0.03874903544783592,0.7280015349388123,0.7376592755317688,0.017995309084653854,0.0033488415647298098,1.7877165079116821,0.0033409600146114826
6422528,-0.009913699701428413,0.916875,6422528,0.0004912499999999996,,,,,,,,
6422528,,,,,0.001371244085021317,0.011101316660642624,0.7187952399253845,0.7197030782699585,0.015784164890646935,0.002898347331210971,1.7108721733093262,0.002917415462434292
6553600,0.03143034130334854,0.9151785714285714,6553600,0.0004910714285714282,,,,,,,,
6553600,,,,,0.0458601638674736,0.020623227581381798,0.7662454843521118,0.7269392013549805,-0.03585144132375717,0.009605958126485348,1.8021262884140015,0.009560818783938885
6684672,0.016916172578930855,0.9134821428571429,6684672,0.0004908928571428567,,,,,,,,
6684672,,,,,0.08284306526184082,0.08980617672204971,0.7228253483772278,0.8026227951049805,0.094932921230793,0.006487269885838032,1.8412030935287476,0.006464637815952301
6815744,-0.014577928930521011,0.9117857142857143,6815744,0.0004907142857142853,,,,,,,,
6815744,,,,,0.0014912063488736749,0.05954018235206604,0.7104043364524841,0.7256201505661011,0.017700612545013428,0.002785674761980772,1.7378178834915161,0.002730955835431814
6946816,0.01682274416089058,0.9100892857142857,6946816,0.0004905357142857139,,,,,,,,
6946816,,,,,0.04526904597878456,0.041534174233675,0.7462748289108276,0.6998207569122314,-0.03862462192773819,0.014432057738304138,1.8157479763031006,0.014421753585338593
7077888,-0.0016532894223928452,0.9083928571428571,7077888,0.0004903571428571424,,,,,,,,
7077888,,,,,0.12219898402690887,0.02091347984969616,0.768618106842041,0.7705848217010498,0.015299543738365173,0.007810887880623341,1.7734384536743164,0.007743970490992069
7208960,-0.001491502276621759,0.9066964285714285,7208960,0.000490178571428571,,,,,,,,
7208960,,,,,0.002356493379920721,0.026790708303451538,0.7598906755447388,0.7616764307022095,0.018466629087924957,0.002886782865971327,1.7240571975708008,0.0027928228955715895
7340032,0.011653300374746323,0.905,7340032,0.0004899999999999996,,,,,,,,
7340032,,,,,0.0013970339205116034,0.05826321989297867,0.7609317898750305,0.7507641315460205,0.01668364554643631,0.003280024975538254,1.7317092418670654,0.0031123023945838213
7471104,-0.008178597316145897,0.9033035714285714,7471104,0.0004898214285714281,,,,,,,,
7471104,,,,,0.0039060551207512617,0.021324079483747482,0.6917556524276733,0.6905654668807983,0.016154902055859566,0.0031996332108974457,1.7973920106887817,0.0031624888069927692
7602176,0.025287838652729988,0.9016071428571428,7602176,0.0004896428571428567,,,,,,,,
7602176,,,,,0.06111127883195877,0.04343194141983986,0.7576058506965637,0.6938878893852234,-0.046614307910203934,0.009298766031861305,1.838571310043335,0.009295070543885231
7733248,0.013612907379865646,0.8999107142857143,7733248,0.0004894642857142852,,,,,,,,
7733248,,,,,0.0008638489525765181,0.026967022567987442,0.7034357786178589,0.6995723247528076,0.016731485724449158,0.002573825418949127,1.7530717849731445,0.0025187423452734947
7864320,-0.016206588596105576,0.8982142857142857,7864320,0.0004892857142857138,,,,,,,,
7864320,,,,,0.04895767197012901,0.042473141103982925,0.7779868245124817,0.7371202707290649,-0.031139511615037918,0.004845628049224615,1.8284144401550293,0.004817541688680649
7995392,0.010417921468615532,0.8965178571428571,7995392,0.0004891071428571424,,,,,,,,
7995392,,,,,0.054017387330532074,0.03944052755832672,0.7388345003128052,0.696178674697876,-0.03989458084106445,0.006694233510643244,1.7268778085708618,0.006606637500226498
8126464,-0.0016677159583196044,0.8948214285714285,8000000,0.0004889285714285709,,,,,,,,
8126464,,,,,0.2240896373987198,0.08178606629371643,0.7450081706047058,0.6511882543563843,-0.09563077241182327,0.015439513139426708,1.8405959606170654,0.015345404855906963
8257536,0.002655702643096447,0.8931250000000001,8000000,0.0004887499999999995,,,,,,,,
8257536,,,,,0.05701333284378052,0.08435996621847153,0.802383303642273,0.7362014055252075,-0.04286487400531769,0.009398914873600006,1.740495204925537,0.00940762273967266
8388608,0.005881876684725285,0.8914285714285715,8000000,0.0004885714285714281,,,,,,,,
8388608,,,,,0.06518972665071487,0.05032394081354141,0.7248744368553162,0.7982739210128784,0.08205034583806992,0.008663753978908062,1.832086205482483,0.008612111210823059
8519680,-0.008197792805731297,0.8897321428571429,8000000,0.0004883928571428566,,,,,,,,
8519680,,,,,0.062358081340789795,0.01875630021095276,0.7912552952766418,0.7322012782096863,-0.04409302398562431,0.0048478739336133,1.7475849390029907,0.004729404114186764
8650752,0.03173145651817322,0.8880357142857143,8000000,0.0004882142857142852,,,,,,,,
8650752,,,,,0.0012748967856168747,0.015805087983608246,0.770682156085968,0.7706736326217651,0.018079550936818123,0.0026005939580500126,1.7909117937088013,0.002600830513983965
8781824,0.022149424999952316,0.8863392857142858,8000000,0.00048803571428571375,,,,,,,,
8781824,,,,,0.008283902890980244,0.029981229454278946,0.7963716387748718,0.8014252781867981,0.020913682878017426,0.00872950442135334,1.764124870300293,0.008718499913811684
8912896,-0.01522764004766941,0.8846428571428572,8000000,0.0004878571428571423,,,,,,,,
8912896,,,,,0.0016498019685968757,0.01687106303870678,0.7959432005882263,0.7993046045303345,0.02015109919011593,0.004276926629245281,1.8185275793075562,0.004263509996235371
9043968,0.01777064800262451,0.8829464285714286,8000000,0.00048767857142857087,,,,,,,,
9043968,,,,,0.10300303250551224,0.02847592532634735,0.7824141383171082,0.7868734002113342,0.017648283392190933,0.01053339522331953,1.924742341041565,0.010495160706341267
9175040,-0.006078094709664583,0.88125,8000000,0.00048749999999999944,,,,,,,,
9175040,,,,,0.11058686673641205,0.03356580063700676,0.8191894888877869,0.8265525698661804,0.02632259763777256,0.012395573779940605,1.9430880546569824,0.012333603575825691
9306112,0.0028504137881100178,0.8795535714285714,8000000,0.000487321428571428,,,,,,,,
9306112,,,,,0.1055811271071434,0.0501745380461216,0.7686766982078552,0.7846046090126038,0.025674864649772644,0.007229299284517765,1.7479472160339355,0.00723283039405942
9437184,0.011113683693110943,0.8778571428571429,8000000,0.0004871428571428566,,,,,,,,
9437184,,,,,0.0024920376017689705,0.08201432228088379,0.7762328386306763,0.7932723164558411,0.01932082697749138,0.0032521372195333242,1.7141706943511963,0.003271531779319048
9568256,-0.007873469963669777,0.8761607142857143,8000000,0.0004869642857142852,,,,,,,,
