collected_frames,rew/shaping,rew/step_penalty,rew/joint_vel_variance,rew/joint_angle_variance,rew/roll,rew/roll_rate,rew/pitch,rew/pitch_rate,rew/terminal_bonus,rew/total_reward
360448,0.8614078457467258,-0.1569045766880514,-0.16748643957544118,-0.05636972383945249,-0.02700560617086012,-0.0045565789496322395,-0.11757126834709197,-0.016838845091115218,0.0002561418805271387,0.3149309440050274
376832,1.0423130989074707,-0.1569045766880514,-0.16486325557343662,-0.04276747431140393,-0.019100597048236523,-0.004899386265606154,-0.09238527022534981,-0.019177044632670004,0.005594902904704213,0.5478104020003229
393216,1.028699287213385,-0.1569045766880514,-0.16561585816089064,-0.04795387989724986,-0.01877226151555078,-0.006024387290381128,-0.13035976618994027,-0.021963439852697775,0.0,0.4811051164288074
409600,0.8899549334309995,-0.1569045766880514,-0.16627828020136803,-0.0628847825282719,-0.023809351900126785,-0.005609622319752816,-0.14318689552601427,-0.020330991617811378,0.003051358973607421,0.31400178861804307
425984,0.8400240708142519,-0.1569045766880514,-0.16502369032241404,-0.06045888378866948,-0.022770442345063202,-0.005081379298644606,-0.13577957026427612,-0.01928573244367726,0.0050870878621935844,0.2798068830743432
442368,0.8235376491211355,-0.1569045766880514,-0.1654917624546215,-0.054243345133727416,-0.020560415214276873,-0.0033674937239993596,-0.12488544959342107,-0.015605620123096742,0.004830945981666446,0.28730992833152413
458752,1.0341162332333624,-0.1569045766880514,-0.16512815945316106,-0.038056736331782304,-0.018152870325138792,-0.004147582290897844,-0.09249837941024452,-0.017478860732808243,0.0025435439310967922,0.544292610953562
475136,1.064415398053825,-0.1569045766880514,-0.16496137785725296,-0.049133639797219075,-0.023140843666624278,-0.006154961109132273,-0.10658198827877641,-0.021066748318844475,0.0,0.5364712604787201
491520,0.9455049708485603,-0.1569045766880514,-0.16381277609616518,-0.057110458554234356,-0.024866916181053966,-0.0054484136489918455,-0.11358871863922104,-0.01800685866328422,0.0007639569230377674,0.4065302051603794
507904,0.9017726848833263,-0.1569045766880514,-0.16535673465114087,-0.059686137043172494,-0.026054258123622276,-0.0054085186166048516,-0.10261839651502669,-0.018446878326358274,0.0025435439310967922,0.3698407302144915
524288,0.817031214479357,-0.1569045766880514,-0.1653874742332846,-0.04034959807177074,-0.019325510831549764,-0.003410078721572063,-0.11351002531591803,-0.014592773826734629,0.003051358973607421,0.3066025320440531
