collected_frames,rew/pitch_penalty,rew/pan_geom_reward,rew/terminal_bonus,rew/total_reward
13631488,-0.0027059397034463473,0.08355143637163565,-0.001708984375,0.0791352900560014
13762560,-0.0026279856192559237,0.08436983940191567,-0.0053863525390625,0.0763542722852435
13893632,-0.0037396828538476257,0.09739406494190916,-0.0023345947265625,0.0912917791865766
14024704,-0.0029709006630582735,0.09113936615176499,-0.0008087158203125,0.08734808838926256
14155776,-0.0025530877555866027,0.08544970711227506,-0.0053558349609375,0.07753951416816562
14286848,-0.003008368814334972,0.08317604340845719,-0.002960205078125,0.07720624044304714
14417920,-0.002561504357800004,0.08413721644319594,-0.0040435791015625,0.07753087300807238
14548992,-0.002909861303123762,0.0830456253606826,-0.0031585693359375,0.07697658007964492
14680064,-0.0026871612808463397,0.08395150868454948,-0.0018157958984375,0.07944733946351334
14811136,-0.002697866002563387,0.08479317085584626,-0.005218505859375,0.07687616822659038
14942208,-0.0028442903412724263,0.09868552774423733,-0.00372314453125,0.09207633743062615
15073280,-0.0025968013596866513,0.09361036343034357,-0.0003204345703125,0.09068048204062507
15204352,-0.002342078684705484,0.08848771307384595,-0.006622314453125,0.07952200548606925
15335424,-0.002968040042105713,0.08503932919120416,-0.00274658203125,0.07932282629190013
15466496,-0.002469017201292445,0.08569074375554919,-0.00390625,0.07931418594671413
15597568,-0.002958468832730432,0.08514289109734818,-0.0037994384765625,0.0783825090911705
15728640,-0.0027962304975517327,0.08497671061195433,-0.0013580322265625,0.08082055469276384
15859712,-0.002640574364704662,0.08473295095609501,-0.0055999755859375,0.07649240142200142
15990784,-0.003371565498127893,0.09736559254815802,-0.0030670166015625,0.09088205028092489
16121856,-0.002696685194678139,0.09217436338076368,-0.00067138671875,0.08879732637433335
16252928,-0.002530628111344413,0.08777446654858068,-0.0055999755859375,0.07964328827802092
16384000,-0.0029040801291557727,0.08648265554802492,-0.0030975341796875,0.08047975675435737
16515072,-0.0024866366693458986,0.08727891597663984,-0.0042724609375,0.08051916025578976
16646144,-0.00292243861258612,0.08628016477450728,-0.0030670166015625,0.08028689824277535
16777216,-0.002698486276131007,0.08656948118004948,-0.00177001953125,0.08209903922397643
16908288,-0.0026590978450258262,0.08574836951447651,-0.005340576171875,0.07774806016823277
17039360,-0.0036139151070528897,0.09599840041482821,-0.002777099609375,0.08957749779801816
17170432,-0.0029637331317644566,0.09261372813489288,-0.0004119873046875,0.08922709582839161
17301504,-0.002506332803022815,0.08876373380189762,-0.0069122314453125,0.07934452602057718
17432576,-0.0030244865283748368,0.08607877208851278,-0.002410888671875,0.08063831308390945
17563648,-0.002467673330102116,0.08755462639965117,-0.00433349609375,0.08075084537267685
17694720,-0.002800701584419585,0.08661162428325042,-0.003631591796875,0.08017933063092642
17825792,-0.0026338543593737995,0.08789178042206913,-0.00128173828125,0.08397554425755516
17956864,-0.0026035664250230184,0.08764762955252081,-0.006011962890625,0.07903082060511224
18087936,-0.0037751687559648417,0.0961260023759678,-0.0023193359375,0.0899992547929287
18219008,-0.0030220690296118846,0.0914424235234037,-0.0010223388671875,0.08738721604458988
18350080,-0.002408524398560985,0.08835368911968544,-0.0058135986328125,0.0801309171365574
18481152,-0.0027973045871476643,0.08771801291732118,-0.003143310546875,0.0817741429200396
18612224,-0.0024063648579613073,0.08814145566429943,-0.0042572021484375,0.08147591823944822
18743296,-0.002696645560718025,0.08790534274885431,-0.0037994384765625,0.08140662280493416
18874368,-0.0025034801510628313,0.08816804620437324,-0.00201416015625,0.08364844287279993
19005440,-0.002519930361813749,0.088722723943647,-0.0056610107421875,0.08053981233388186
