collected_frames,var_decomp/shaping,var_decomp/legacy_joint_vel_var_penalty,var_decomp/legacy_joint_angle_var_penalty,var_decomp/legacy_track_vel_var_penalty,var_decomp/legacy_roll_rate_penalty,var_decomp/legacy_pitch_rate_penalty,var_decomp/terminal_bonus
6422528,0.13287757337093353,0.009990854188799858,-0.0052284668199718,0.041499216109514236,0.00759101053699851,0.005384507123380899,0.021065734326839447
6553600,0.029089048504829407,0.018864024430513382,0.0018368519376963377,0.043510258197784424,0.0048259710893034935,0.006341975647956133,0.009427578188478947
6684672,0.030132850632071495,0.008501388132572174,-0.0004811192338820547,0.02837793342769146,0.0048824334517121315,0.006891552824527025,0.09746704995632172
6815744,0.029012013226747513,0.0004356486024335027,-0.0030576165299862623,0.0006599485641345382,-0.005066270940005779,0.004429147113114595,0.0002767222176771611
6946816,0.0034260505344718695,0.007146005984395742,0.003714925143867731,0.010874941945075989,0.003749595023691654,0.011874579824507236,
7077888,0.025365887209773064,0.016397567465901375,0.00250751874409616,0.04210769012570381,0.009706982411444187,0.01748044788837433,0.0015078604919835925
7208960,0.04042920097708702,0.016167987138032913,0.00022993581660557538,0.04023866727948189,0.008835882879793644,0.012681848369538784,0.027410060167312622
7340032,0.08770941942930222,-0.0024522258900105953,0.018822727724909782,-0.0040827118791639805,0.006154370028525591,0.011128060519695282,-0.00011171904770890251
7471104,0.24627995491027832,-0.0012205644743517041,-0.02276226505637169,-0.0002914740762207657,-0.003622502787038684,-0.0247812457382679,0.018077906221151352
7602176,0.10925448685884476,0.008609426207840443,-0.021311772987246513,0.06241462752223015,0.0061995601281523705,-0.010864761658012867,
7733248,0.13651792705059052,0.006562833208590746,-0.008721649646759033,0.026588156819343567,0.008503294549882412,0.004031403921544552,0.00791669450700283
7864320,0.03403250500559807,0.013158591464161873,-0.0002709289256017655,0.04786264896392822,0.008473328314721584,0.007516270969063044,0.009323950856924057
7995392,0.04011740908026695,0.0067239017225801945,0.0003228218702133745,0.03683930262923241,0.009133126586675644,0.00917403120547533,0.0385965034365654
8126464,0.025239473208785057,-0.0008355233585461974,-0.00661687133833766,-0.0013339925790205598,-0.009517677128314972,-0.001465264824219048,0.0027103929314762354
8257536,-0.006185619626194239,0.007283579558134079,0.006668581627309322,0.004659956321120262,0.004767014645040035,0.015525280497968197,0.007910175248980522
8388608,0.04467504471540451,0.011105777695775032,0.005278680473566055,0.03464758023619652,0.015297679230570793,0.009200459346175194,
8519680,0.058400318026542664,0.01119102444499731,-0.0011934677604585886,0.050025273114442825,0.005949759855866432,0.009139489382505417,0.007588805630803108
8650752,0.09027217328548431,-0.0007644823053851724,0.012718064710497856,-0.002410366665571928,0.0062349834479391575,0.0116202924400568,-7.723862654529512e-05
8781824,0.25673994421958923,-0.006654151249676943,0.011253291741013527,-0.004910144954919815,-0.003629312152042985,-0.034772392362356186,0.00701827323064208
8912896,0.05367226153612137,0.008227366954088211,0.028098054230213165,0.026832105591893196,0.008321085944771767,0.03630406782031059,
9043968,0.12993431091308594,0.0030213946010917425,-0.0030372687615454197,0.018012644723057747,0.009431791491806507,-0.002714881906285882,0.010162288323044777
9175040,0.07917775213718414,0.008092003874480724,-4.0322007407667115e-05,0.039353009313344955,0.01049993559718132,0.007452833466231823,0.023957615718245506
9306112,0.049286119639873505,0.006129251793026924,0.0025679771788418293,0.037318918853998184,0.004822312388569117,0.007857367396354675,0.06120904162526131
9437184,0.01794607937335968,0.00046196760376915336,-0.004457367118448019,-0.001624935888685286,-0.005575820337980986,1.3290638889884576e-05,-0.006232161074876785
9568256,-0.03303119167685509,0.0023341767955571413,0.015004336833953857,0.008585862815380096,0.0030789063312113285,-0.0015210261335596442,0.012686572037637234
9699328,0.046573471277952194,0.0035628704354166985,0.003473981050774455,0.01625870168209076,0.011154105886816978,0.024187279865145683,0.08105064928531647
9830400,0.05188991501927376,0.01775815524160862,0.0006400445709004998,0.04428620636463165,0.01036918442696333,0.007545821368694305,0.03727467358112335
9961472,0.1734408587217331,-0.002689553890377283,-0.0015786320436745882,-0.006050338037312031,0.008650359697639942,0.006224516313523054,-0.00011409603030188009
10092544,0.15590493381023407,-0.007825029082596302,-0.0057280221953988075,-0.019813185557723045,0.016409650444984436,0.025423485785722733,0.0016855045687407255
10223616,-0.062481824308633804,0.0016190683236345649,0.05377891659736633,0.018944337964057922,0.02058270014822483,0.05714999884366989,0.00779263349249959
10354688,0.11730790883302689,0.008747050538659096,-0.011265318840742111,0.017794106155633926,0.01211353950202465,-0.016455866396427155,0.023552514612674713
10485760,0.07254799455404282,0.017315831035375595,-0.0009237108752131462,0.042273275554180145,0.00470889825373888,0.006063390057533979,0.01918511651456356
10616832,0.02718207985162735,0.009140128269791603,0.0005283630453050137,0.01952340453863144,0.005028243642300367,0.0022917799651622772,0.10828997194766998
10747904,0.004048159811645746,0.0014233201509341598,-0.004955057054758072,0.00022287121100816876,-0.006869945675134659,-0.0004959903890267015,0.006948508787900209
10878976,-0.011362955905497074,0.004122949671000242,0.00537481065839529,0.008742828853428364,0.00698820548132062,0.010150130838155746,0.018323803320527077
11010048,0.019306721165776253,0.01934114284813404,0.0034472085535526276,0.04003305733203888,0.010364067740738392,0.017312783747911453,
11141120,0.03701324760913849,0.014017184264957905,0.0008039723034016788,0.04836564138531685,0.006725025363266468,0.008143242448568344,0.03609761595726013
11272192,0.04445731267333031,0.017023557797074318,-0.0006386573659256101,0.04161695018410683,0.004944919608533382,0.007162137888371944,0.037612754851579666
