attempt,collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_front_mean,action/flipper_front_std,action/flipper_rear_mean,action/flipper_rear_std
1,18350080,0.09895432740449905,0.5544193983078003,-0.026020009070634842,0.568209171295166,-0.3290519714355469,0.5611212253570557,-0.22923138737678528,0.29492393136024475
1,18481152,0.08138252049684525,0.559118926525116,-0.015921857208013535,0.5685490369796753,-0.32961565256118774,0.5561346411705017,-0.23454070091247559,0.28976187109947205
1,18612224,0.0859844982624054,0.5604583024978638,-0.02127668261528015,0.5690628886222839,-0.3008226454257965,0.5490363240242004,-0.2456628680229187,0.3043983578681946
1,18743296,0.07970423996448517,0.5667940378189087,-0.02117779850959778,0.5699177980422974,-0.3269397020339966,0.5501381754875183,-0.23945315182209015,0.2942928671836853
1,18874368,0.09306719154119492,0.5661150813102722,-0.010133173316717148,0.5705863833427429,-0.35042035579681396,0.5511321425437927,-0.24125707149505615,0.28007057309150696
1,19005440,0.09053534269332886,0.5659304857254028,-0.019773155450820923,0.5685971975326538,-0.3227682411670685,0.5578858852386475,-0.24627888202667236,0.2976396977901459
1,19136512,0.11536706984043121,0.5636016726493835,-0.013267265632748604,0.5680226683616638,-0.35009071230888367,0.5569155812263489,-0.23987892270088196,0.28193995356559753
1,19267584,0.1096314787864685,0.5629336833953857,-0.005518143996596336,0.5715500712394714,-0.34319889545440674,0.5563787817955017,-0.2467450201511383,0.2875533401966095
1,19398656,0.07531595230102539,0.5633490085601807,-0.0029906255658715963,0.5772414803504944,-0.3295113742351532,0.5632609128952026,-0.2420947402715683,0.2886049747467041
1,19529728,0.05970277637243271,0.5632449388504028,-0.03312667831778526,0.5757153034210205,-0.31787779927253723,0.5651260614395142,-0.24132369458675385,0.2840065062046051
1,19660800,0.05071190744638443,0.5619040131568909,-0.008770586922764778,0.5755311250686646,-0.31372833251953125,0.5696428418159485,-0.23768334090709686,0.2892693281173706
1,19791872,0.042798615992069244,0.5672025680541992,0.002617411781102419,0.5805310606956482,-0.33045494556427,0.5648562908172607,-0.23138263821601868,0.28575599193573
1,19922944,0.06432471424341202,0.5605062246322632,0.007893495261669159,0.5789728164672852,-0.3220241069793701,0.5551717877388,-0.23815052211284637,0.29953140020370483
1,20054016,0.049574971199035645,0.5624622106552124,0.023723669350147247,0.5723334550857544,-0.32049354910850525,0.5532870292663574,-0.2382967472076416,0.2912054657936096
1,20185088,0.026366282254457474,0.5671903491020203,0.0024862170685082674,0.5733174085617065,-0.3193286061286926,0.5625793933868408,-0.24023760855197906,0.2755824029445648
1,20316160,0.038296304643154144,0.5616170763969421,0.022176576778292656,0.5716185569763184,-0.27751439809799194,0.5584644079208374,-0.25129982829093933,0.2898179292678833
1,20447232,0.029040729627013206,0.5608740448951721,0.008676666766405106,0.5719102621078491,-0.29863670468330383,0.5608888864517212,-0.23534011840820312,0.27439290285110474
1,20578304,0.009571775794029236,0.5551519393920898,0.00781049020588398,0.5647589564323425,-0.3063083291053772,0.5629764795303345,-0.23638826608657837,0.28157439827919006
1,20709376,0.02038298174738884,0.5514806509017944,0.011605382896959782,0.5690630674362183,-0.31353574991226196,0.5576231479644775,-0.23324018716812134,0.28414076566696167
1,20840448,0.004372343886643648,0.5508817434310913,0.001921562827192247,0.5651493072509766,-0.3121665120124817,0.5592204332351685,-0.23081830143928528,0.2757731080055237
1,20971520,-0.004026401322335005,0.5499240756034851,0.018610958009958267,0.5651170611381531,-0.31603050231933594,0.5542445182800293,-0.23936551809310913,0.27947911620140076
