collected_frames,pan/theta_star_front,pan/theta_star_rear,pan/argmax_bin_front,pan/argmax_bin_rear,pan/pivot_half_base_m,pan/min_hinge_reach_m,pan/flipper_delta_front
39321600,-0.2830442010308616,-0.1524710128433071,0.6376567289698869,13.728901579976082,0.2560008214786649,0.0010000000474974513,-1.5027315425686538
39452672,-0.27731949696317315,-0.08037839934695512,0.682449109852314,13.529170885682106,0.2560008217114955,0.0010000000474974513,-1.4228335665538907
39583744,-0.2686061899876222,-0.07952137000393122,0.7165913549251854,13.49508909881115,0.25600082124583423,0.0010000000474974513,-1.4210479874163866
39714816,-0.14918988867430016,-0.20017655054107308,0.740217172075063,13.614033296704292,0.2560008189175278,0.0010000000474974513,-1.0773795056156814
39845888,-0.16490011243149638,-0.1448968281620182,0.8105937060900033,13.576331339776516,0.2560008214786649,0.0010000000474974513,-1.04429030418396
39976960,-0.19274537296965719,-0.2483170348328228,0.5939561457062761,13.742597868442536,0.25600081900755567,0.0010000000476914769,-1.324647333183675
40108032,-0.19327195826917887,-0.26329503272427246,0.5871098763309419,13.753545351326466,0.256000820081681,0.0010000000474974513,-1.35211620060727
40239104,-0.21871087420731783,-0.21534244052600116,0.596748820040375,13.741487219929695,0.2560008196160197,0.0010000000474974513,-1.4636237490922213
40370176,-0.15485088067362085,-0.2564934795955196,0.6796757327392697,13.733546279370785,0.25600081984885037,0.0010000000474974513,-1.1736083929426968
40501248,-0.2812771481112577,-0.0150112055905538,0.7443947046995163,13.288272514939308,0.256000820081681,0.0010000000474974513,-1.3313652453944087
40632320,-0.22175713838078082,-0.07379915534875181,0.7769728600978851,13.398813411593437,0.2560008179862052,0.0010000000474974513,-1.1260497984476388
40763392,-0.0430408920001355,-0.08292444487597095,1.0966861532069743,13.235851466655731,0.25600082031451166,0.0010000000474974513,-0.5430517515633255
40894464,-0.3021540323388763,0.0065979898427031,0.7564459880813956,13.463861972093582,0.25600081705488265,0.0010000000474974513,-1.44219641527161
41025536,-0.3242304588264475,-0.09808791014627787,0.5211739880094926,13.627435890833537,0.25600081982711953,0.0010000000477884898,-1.5805034894265555
41156608,-0.32296418002806604,-0.11080722352198791,0.49827907676808536,13.637497298419476,0.25600082031451166,0.0010000000474974513,-1.5802477803081274
41287680,-0.29489348735660315,-0.09808368020458147,0.6122905970551074,13.645423009991646,0.25600081868469715,0.0010000000474974513,-1.4838648717850447
41418752,-0.44741263054311275,0.21412823337482223,0.6980052008293569,12.993882335722446,0.2560008205473423,0.0010000000474974513,-1.7067404314875603
41549824,-0.586075839586556,0.44495951593853533,0.6910254009999335,12.58772138506174,0.2560008184518665,0.0010000000474974513,-1.9368532886728644
41680896,-0.31307168875355273,0.07273740255004668,0.7520535076037049,13.164829544723034,0.2560008177533746,0.0010000000474974513,-1.363012564368546
41811968,-0.34343518648529425,0.1385859871188586,0.7678875899873674,13.092892289161682,0.25600082124583423,0.0010000000474974513,-1.377518440131098
41943040,-0.3700666022486985,0.05244150812541193,0.723030976485461,13.378712609410286,0.2560008177533746,0.0010000000474974513,-1.5218054885044694
