outer_iteration,train/mean_reward,train/mean_safety,train/mean_mechanical_ok,train/eta,train/gamma_safety,train/gamma_mechanical,train/ess,train/solver_success,train/omega_mean_0,train/omega_mean_1,train/omega_mean_2,train/omega_mean_3,train/omega_mean_4,train/omega_mean_5,train/omega_std_0,train/omega_std_1,train/omega_std_2,train/omega_std_3,train/omega_std_4,train/omega_std_5
10,3.5484986221417785,1.0,0.9322916669771075,0.010482323683389914,0.0,0.0,55.577453263540136,1.0,0.44246166745836424,0.2412890921821231,-0.25924241719415925,-0.4396752407815708,-0.44386286776542483,0.7907314733407458,0.10029217014467556,0.20545287371868526,0.37312199214892317,0.05948238516002049,0.16390338220509,0.37642528459709673
11,3.4928652653470635,1.0,0.9010416667442769,0.010667689195335424,0.0,-0.005802266767715624,53.6655290932129,1.0,0.41992003502452924,0.33387238102722233,-0.31143649975411614,-0.4297400698744069,-0.48249941579814937,0.7912335429492857,0.10349843548453531,0.19620564663739873,0.3587349145212213,0.05172771470448451,0.15447246047390384,0.3703854270468151
12,3.603759235702455,1.0,0.9270833334885538,0.010405145455880407,0.0,0.0,54.02068117611024,1.0,0.3980635527455685,0.41638210639334156,-0.3012923183741893,-0.42471852291723916,-0.5047785486905528,0.7635940952385901,0.10076044229055832,0.18691322791532297,0.41173836635051586,0.05,0.15035755612118176,0.3467595905685659
13,3.604826383292675,1.0,0.903645833954215,0.011690518579037383,0.0,-0.008730794797575086,42.77202339888052,1.0,0.39291115277339417,0.4689156143281634,-0.35001367711881454,-0.4142750248629442,-0.5022302552415949,0.8898893495626332,0.08589167862884478,0.16155995475128818,0.48014820856543167,0.05,0.130333634514586,0.36696264084865265
14,3.483254569582641,1.0,0.8229166672099382,0.011123065565834853,0.0,-0.01180762288256349,56.86523825469549,1.0,0.37522337952109713,0.5201793062184354,-0.46325908149192296,-0.41623736338830486,-0.4878960759556638,0.954899385315528,0.08522940518153249,0.15435587110853533,0.4626976978701814,0.05,0.12067954918122639,0.3781448863038017
15,3.5796552198007703,1.0,0.8567708341870457,0.01213910376574442,0.0,-0.007015357978298275,54.84374846698746,1.0,0.38776054576084185,0.49588123731340267,-0.4402524428146615,-0.41168893957732233,-0.4993788218494703,0.9652537251276145,0.07997211724079316,0.13982265087420917,0.4271211142186163,0.05,0.10535588345551535,0.30238346577572056
16,3.4767906330525875,1.0,0.8671875002328306,0.011129964424234943,0.0,-0.007010081363550923,49.863459156269954,1.0,0.3684976205997297,0.5030239040993127,-0.4219268218523605,-0.4108015259142013,-0.5123881489726314,0.9400519621985555,0.0684343829490816,0.12000548279986863,0.3942882799721558,0.05,0.10513916668715365,0.2575517318450462
17,3.4948494024574757,1.0,0.8567708341870457,0.013073251943752692,0.0,-0.00366745170233829,54.32313580723211,1.0,0.36529410318826244,0.5220636029657417,-0.4898726162794362,-0.4228028703359523,-0.4960838866503642,0.9361423652932002,0.07065275698025557,0.10946626030280605,0.39877045041294873,0.05,0.1033614449892287,0.2671324898287188
18,3.56796170771122,1.0,0.8515625002328306,0.01,0.0,-0.005464614218893822,54.540749222891556,1.0,0.3643226405538888,0.5475133533075734,-0.46666350880406965,-0.42480394087044465,-0.4921669238618789,0.9263618067875699,0.07015246018609547,0.11279193426216148,0.3722025585759654,0.05,0.08738216217927068,0.294365584544806
19,3.609077215194702,1.0,0.7864583337213844,0.010809390915002156,0.0,-0.014609470596855096,55.578226326619316,1.0,0.359658496568644,0.5481602287798685,-0.4503981666846147,-0.41510941571068044,-0.49869334321357023,0.933075906257951,0.06478189539377054,0.1049880065232763,0.3787448128292846,0.05,0.07068911519717225,0.2697670429245408
20,3.586015881970525,1.0,0.888020833954215,0.013036742753259601,0.0,0.0,50.65895044495032,1.0,0.36661624043699087,0.5586316002964358,-0.4815587739840958,-0.40989615367256904,-0.4861756513903655,0.9936147644849782,0.05947457347235394,0.10538435576955628,0.3432985684452588,0.05,0.0583468950425562,0.26191114338559746
21,3.5602590003982186,1.0,0.8645833337213844,0.011945176260766202,0.0,-0.009934139383497338,54.42672993552603,1.0,0.35916088058696843,0.575705596518172,-0.5086341507464245,-0.4131046134174414,-0.4714272463833198,1.0590152845915728,0.07079360569353274,0.12939907705642442,0.34411734026962815,0.05,0.06995581220696992,0.3061590158347464
22,3.554032568819821,1.0,0.7890625004656613,0.012712171854203286,0.0,-0.008618367094149985,52.239097858501545,1.0,0.3460015319093138,0.6099485065004662,-0.5665727544486907,-0.4193579078447826,-0.46008865144773137,1.1254310418546118,0.0634550757749068,0.1264743352202638,0.3244159654036901,0.05,0.06667955588607977,0.3176200002848033
23,3.5872547337785363,1.0,0.8229166676755995,0.011064834918642285,0.0,-0.004536820588540242,57.05404688830556,1.0,0.35624642121125377,0.5979606355241407,-0.5493541968651273,-0.41533035828203113,-0.4658112670962682,1.1423535590330658,0.06152127628628205,0.11733708504824561,0.28074490424506976,0.05,0.06584590141285021,0.3473743750145663
24,3.525804757140577,1.0,0.8255208337213844,0.013143820714590387,0.0,-0.006643313701088096,54.20529102804667,1.0,0.3467542938638741,0.6245502698321308,-0.6176175449131671,-0.4172705865737691,-0.4764586644882863,1.0592092742340058,0.05833292180650533,0.09350621618883345,0.21765939323418934,0.05,0.062281626210547454,0.34277372772801845
25,3.569778942503035,1.0,0.833333333954215,0.011528224979296876,0.0,-0.003947971589791009,56.28599160749854,1.0,0.34417750208519,0.6122481891654387,-0.593353968650765,-0.42734055391993553,-0.4832066767100246,1.020538930988634,0.06455514378291488,0.0906628538070575,0.1855814513770048,0.05,0.05428321597391019,0.3219254983410241
26,3.592746851965785,1.0,0.8671875009313226,0.01197388169385547,0.0,-0.0020994206400533192,55.15690940540337,1.0,0.3469444157756726,0.5997068443424568,-0.5386432551073874,-0.4291570314189016,-0.4798419293769244,1.0495353062717891,0.06353958737082199,0.08506030559775243,0.20565551322401462,0.05,0.05332257767249379,0.311547478194465
27,3.558151789009571,1.0,0.903645834652707,0.012258747535031249,0.0,0.0,57.40499822709364,1.0,0.3420648166362891,0.6045945239070087,-0.555087273077174,-0.4287027729706325,-0.4856497153335309,1.0397519095233265,0.06163154680550976,0.08440600892980372,0.18054821590567127,0.05,0.057206829786057956,0.3410768853184697
28,3.5945048276335,1.0,0.856770833954215,0.011207813056351837,0.0,0.0,54.964574846804354,1.0,0.332893699687635,0.617083105814991,-0.553021466857979,-0.424168650330263,-0.4874854870518041,1.0309861539152065,0.0682129165307112,0.08607508836300366,0.16669296994323538,0.05,0.0614800547482078,0.3826641584426644
29,3.5570097723975778,1.0,0.8776041674427688,0.011179630167643598,0.0,0.0,56.342733009242025,1.0,0.32760826361783907,0.6172554145587966,-0.5600904245022568,-0.4100015233857083,-0.4860683381237061,1.0941098648045673,0.0686343930025256,0.08379405584332637,0.162863938029868,0.05,0.05443002594638918,0.3543123611146523
30,3.537691722624004,1.0,0.8828125006984919,0.010557681571885654,0.0,-0.001761971618005324,56.524582420516744,1.0,0.31228324384539974,0.629757791096912,-0.5580446934440575,-0.4230591144178724,-0.5021345668394291,0.9806663535996288,0.06408617038967411,0.08984349376052254,0.17413630302171942,0.05,0.05542866109832699,0.3716171465591575
31,3.577348151244223,1.0,0.8776041674427688,0.01200071622835612,0.0,-0.0020600076947912653,55.539802271290974,1.0,0.30575005719704795,0.6369369837011963,-0.5694998247191877,-0.421999965441321,-0.5114785836403329,0.9370784468069179,0.06314746210191957,0.08957426948064152,0.19377157127476657,0.05,0.06041650821696957,0.3762430963311882
32,3.594449465163052,1.0,0.8098958337213844,0.011760206671613762,0.0,-0.011153559785748009,52.513730533068376,1.0,0.2811879340009799,0.6753582165576874,-0.6145013056092231,-0.43082786698491443,-0.5241133405904607,0.8255127385052836,0.06056617295727606,0.09361166524298316,0.18277682279431762,0.05,0.06344294262802612,0.38817552561165786
33,3.5956385377794504,1.0,0.8229166683740914,0.012174678767792076,0.0,-0.0053342385707720605,56.78636854858623,1.0,0.27438679071364735,0.6817435997526261,-0.5993248891188108,-0.429526516521226,-0.5219931368245153,0.8248218770184785,0.06059777946266314,0.08869784440042423,0.20248397481014713,0.05,0.06079260064008442,0.3734875945683423
34,3.5863789431750774,1.0,0.8437500011641532,0.01,0.0,-0.009895284183072985,55.330801354414334,1.0,0.27679186863041316,0.6823571570455647,-0.6021272397883755,-0.43469072532556735,-0.5312059209573734,0.7788361894554626,0.05147865714511382,0.0803936794465522,0.1996763432516115,0.05,0.0664613422593043,0.40118381091763045
35,3.5413806550204754,1.0,0.8281250013969839,0.011861496782535442,0.0,-0.00539568852656031,53.626603228144944,1.0,0.2833946700563189,0.6729140151234453,-0.5736105290302537,-0.4339393259743284,-0.5204827298811313,0.8253132563126078,0.05,0.06963186728287006,0.18172374178897918,0.05,0.06566543749623553,0.37557893454382674
36,3.5980079527944326,1.0,0.8593750004656613,0.01028458552882439,0.0,0.0,58.027446011751444,1.0,0.2792546742485084,0.6722637922986292,-0.5745247952111858,-0.42222299022055054,-0.5179530366781666,0.8453412287566443,0.05737826027909244,0.0654285957255296,0.16419075934626026,0.05,0.07496205640997675,0.4332731664583629
37,3.568852534517646,1.0,0.9062500002328306,0.010914566792079123,0.0,0.0,51.04304781215246,1.0,0.2808018684458632,0.6660609417194533,-0.5879411085797741,-0.43585555756697797,-0.5216745153125517,0.8138705955432505,0.05,0.05658802506492705,0.15874899589121796,0.05,0.06819225522109126,0.3910128797906831
38,3.5903396708890796,1.0,0.8515625004656613,0.011296130726593918,0.0,-0.004389827435676189,54.45804078392272,1.0,0.29616697402610687,0.6553136987381271,-0.5558624758643395,-0.43261524827801895,-0.5074354115234848,0.9059115975710177,0.05,0.05845346534802776,0.1689939149109845,0.05,0.07609323941499392,0.4333616922740404
39,3.5448415149003267,1.0,0.7526041679084301,0.011880297605783739,0.0,-0.00860337578066674,55.97956801072667,1.0,0.29831569898508753,0.6620505417833056,-0.5690705420203341,-0.4303725795152642,-0.5127141475541866,0.8700549636515362,0.052376371716600034,0.05737727695137212,0.1714596530727936,0.05,0.08197480614206772,0.4670145246584546
40,3.5363313434645534,1.0,0.7656250009313226,0.011866082700725478,0.0,-0.011975910080072953,53.92584618044539,1.0,0.3020821812182954,0.6634813720826963,-0.5246822866790748,-0.4252358282190583,-0.5128129744948302,0.8790679785046843,0.051395555120336694,0.05621314985721966,0.13613509225027434,0.05,0.07337127374451212,0.4004695679602327
41,3.59533447958529,1.0,0.9114583334885538,0.010626123399927237,0.0,-0.006778137712527237,52.1254842770524,1.0,0.28485989325411315,0.6786666354574193,-0.5197835581558131,-0.42507927205251006,-0.5113765875190345,0.876094208870575,0.05,0.05,0.13797288886415765,0.05,0.07637765732710007,0.38860087097616725
42,3.531363632529974,1.0,0.8463541674427688,0.01213983672770991,0.0,0.0,58.47410501157941,1.0,0.28327948175063467,0.6795009706855039,-0.522561513694091,-0.4253019069271548,-0.514632800098479,0.8509522048898721,0.05,0.05,0.12274553430755832,0.05,0.07693372602656612,0.39178967750775917
43,3.6137667410075665,1.0,0.8854166672099382,0.01,0.0,0.0,54.157104303213266,1.0,0.2731199522908736,0.685047831801046,-0.5329664317470583,-0.4273600730176519,-0.5309623088710236,0.7600578706938086,0.05113056761238232,0.054062550495635894,0.11004776962285001,0.05,0.08360170511263104,0.4289281856516137
44,3.5529669392853975,1.0,0.8125000006984919,0.011733059393992683,0.0,0.0,58.31281772684728,1.0,0.27514529933640236,0.6832768542875401,-0.5432447088907159,-0.4314928245684562,-0.5070950315770302,0.8779566387679406,0.05,0.05250856446168539,0.10303783928989532,0.05,0.08651340425012133,0.44937773193831665
45,3.5781986536458135,1.0,0.8463541676755995,0.011785834166243698,0.0,-0.009161345229571908,56.0479053187593,1.0,0.28141022538242516,0.675091407716815,-0.5342575783162699,-0.42194228604097395,-0.4871569890212125,0.9942328861709857,0.05,0.05251255734859294,0.10611942506315625,0.05,0.07813163472599571,0.40635767525758054
46,3.560127160511911,1.0,0.8229166676755995,0.012791471159092203,0.0,-0.004718689810489724,53.158262603066326,1.0,0.28639410277835253,0.6723213996836652,-0.5197522572305762,-0.42839493744006213,-0.49049396252284166,0.976950398917517,0.05,0.05,0.11951342868431768,0.05,0.07173410083125749,0.3736773715667799
47,3.4786052322015166,1.0,0.7994791681412607,0.012335866439610757,0.0,-0.006268474571555523,54.63384058799599,1.0,0.28453091760361027,0.6755458029693241,-0.5550408067212158,-0.4218020352738805,-0.5011080344234277,0.9219110933234493,0.05203205095128023,0.05,0.11205227515155088,0.05,0.06673887334967077,0.35496875692645474
48,3.5520331198349595,1.0,0.9114583337213844,0.010715087266885184,0.0,0.0,52.6768588944192,1.0,0.2867246240337889,0.6822116547264487,-0.5831900812823095,-0.41220683598467345,-0.4858148690108288,1.0086859168319369,0.05041913251482725,0.0586541177910344,0.11892755136160395,0.05,0.06378832405739734,0.33862198411593025
49,3.563626899383962,1.0,0.8880208334885538,0.012449431315729656,0.0,-0.00015821139774690934,54.649229150507324,1.0,0.29895319549580845,0.6909670275735401,-0.5428583887722611,-0.4144473137060456,-0.47791920661538834,1.0592178477662901,0.05358429221475057,0.05,0.11820878641923138,0.05,0.0692368007523089,0.37352307259445433
50,3.508626764640212,1.0,0.8854166674427688,0.01153028429668829,0.0,0.0,53.35179161049693,1.0,0.2890220932826268,0.6921345857056769,-0.5490651076797759,-0.4144086284913181,-0.49142987113996206,0.9869127950492815,0.05257481701888964,0.05,0.13654220282782306,0.05,0.07114025677296268,0.39061524666779907
51,3.565021237358451,1.0,0.9036458337213844,0.010414935405860208,0.0,-0.0002690788590994415,57.38083757483347,1.0,0.2916029552370756,0.7012234126808408,-0.5538273510099901,-0.4213670069610941,-0.4903016316502104,0.996410865183282,0.050215149284797,0.05,0.13604135466245895,0.05,0.05937180901004822,0.32720445185652586
52,3.517814602702856,1.0,0.8723958337213844,0.012034461103499613,0.0,-0.0024904261655930133,56.063822704685386,1.0,0.2905722741592537,0.7013939537162623,-0.5400162225088635,-0.424908841841082,-0.48816818652290334,1.0075743461986444,0.05433715790999601,0.05210894240704972,0.12640351008540843,0.05,0.058702768530635635,0.32118881608487876
53,3.5904364604502916,1.0,0.8463541679084301,0.01097958380064682,0.0,0.0,53.550576370835756,1.0,0.2911619461326717,0.7035247031129146,-0.5572893792008853,-0.4248534729082684,-0.4815292231569672,1.0395196445577344,0.06522492323126283,0.05574702897819864,0.12707367786418364,0.05,0.07045018677407393,0.38707952514084865
54,3.5648998701944947,1.0,0.8515625006984919,0.012700730060014901,0.0,-0.002425314600236408,54.799694450213174,1.0,0.2816872916877297,0.7202352529927403,-0.5701004844112305,-0.4239521177588375,-0.47985987247714756,1.039232369213116,0.05700672184728515,0.05,0.12801671284336757,0.05,0.05979233409560189,0.3313102357849772
55,3.5945108179003,1.0,0.8541666669771075,0.011623797480265147,0.0,-0.008462005726541053,55.17247823918383,1.0,0.29180639927793334,0.7154070258186701,-0.5721601153419136,-0.41643461149033917,-0.48037455406218693,1.0447827293542618,0.05459296226897869,0.05,0.14391407359779926,0.05,0.05934472725889061,0.32454804536924514
56,3.5534122455865145,1.0,0.8645833337213844,0.011397440346058677,0.0,-0.002385275100230398,54.24119434283599,1.0,0.30870497215843623,0.7075823054002245,-0.5577303470286044,-0.4132670276585042,-0.47326801038778515,1.0887065635587092,0.05262040452090233,0.05,0.13355945541001488,0.05,0.0583015783653192,0.30930112704191254
57,3.549714492633939,1.0,0.9114583337213844,0.012731436054078338,0.0,-0.005673151320977493,53.726066321844236,1.0,0.3196499154520965,0.715993211047338,-0.5348929706016214,-0.40651066856441165,-0.46727186285431394,1.1315844374136619,0.05,0.05,0.12869299808998363,0.05,0.06272200270246703,0.3273194054542227
58,3.542702523060143,1.0,0.9270833334885538,0.013518970559868122,0.0,0.0,49.68330613745724,1.0,0.32755122886894167,0.7118469243451321,-0.5248688278189035,-0.4087454390728872,-0.47734206948045266,1.0865728648721484,0.05,0.05248524956856658,0.10137458729967708,0.05,0.0611022385242194,0.32345335294566524
59,3.5826931139454246,1.0,0.8489583341870457,0.011606316186889495,0.0,-0.004758313644036019,54.67714289710258,1.0,0.3105695047812234,0.7008155368320298,-0.573819661731764,-0.4203844355242613,-0.49079547925230654,1.0189045122049183,0.054864653184632226,0.050937048390998205,0.11917768609997348,0.05,0.06349466831644865,0.33632902171013557
