attempt,collected_frames,action/v_mean,action/w_mean,action/front_left_mean,action/front_right_mean,action/rear_left_mean,action/rear_right_mean
0,1966080,0.13985967636108398,5.942483767285012e-05,0.015509096905589104,0.030363593250513077,0.013883404433727264,0.04356025904417038
0,2031616,0.1421179175376892,-2.964317172882147e-05,0.013876261189579964,0.05924806743860245,0.019952503964304924,0.023787660524249077
0,2097152,0.14888373017311096,-0.0001397284067934379,0.012930982746183872,0.03544028848409653,0.012664499692618847,0.004694505129009485
0,2162688,0.18000203371047974,-3.773346543312073e-05,0.04045533761382103,0.017848331481218338,0.03131335228681564,0.04579713195562363
0,2228224,0.18975189328193665,-4.2039446270791814e-05,0.012715345248579979,0.006500407122075558,0.03566066175699234,0.035718873143196106
0,2293760,0.17333245277404785,-4.440087286639027e-05,0.015354728326201439,-0.0027300193905830383,0.029894210398197174,0.004974212497472763
0,2359296,0.19765815138816833,-8.03146103862673e-05,0.017096957191824913,0.04237143695354462,0.019523369148373604,0.011743267998099327
0,2424832,0.16812801361083984,-2.3982716811588034e-05,0.0223909392952919,0.020576026290655136,0.005925531033426523,0.025459781289100647
0,2490368,0.16279959678649902,8.3354225353105e-06,0.025648653507232666,0.0032712840475142,0.018492603674530983,0.028187274932861328
0,2555904,0.17194747924804688,5.6818826124072075e-05,0.019175440073013306,0.03246305137872696,0.03264598175883293,0.03067876026034355
0,2621440,0.17851170897483826,7.100726361386478e-05,0.015858564525842667,0.032290518283843994,0.01521182432770729,0.01951516978442669
0,2686976,0.19390647113323212,-4.80442467960529e-05,0.031747639179229736,0.03756088763475418,0.04272895306348801,0.040343087166547775
0,2752512,0.19671782851219177,6.701999518554658e-05,0.028039202094078064,0.046561017632484436,0.03995809704065323,0.045785993337631226
0,2818048,0.19205501675605774,-2.4413064238615334e-05,0.012316187843680382,0.02296394854784012,0.01906394585967064,0.03835330903530121
0,2883584,0.17741680145263672,8.392604649998248e-05,0.010897420346736908,0.01951531320810318,0.03283955901861191,0.022749803960323334
0,2949120,0.1825622171163559,4.423090649652295e-05,0.017897315323352814,0.03481665626168251,0.005501092877238989,0.027741985395550728
0,3014656,0.19759124517440796,-2.0994006263208576e-05,0.023855485022068024,0.010360720567405224,0.0532778799533844,0.016089407727122307
0,3080192,0.17755170166492462,0.00011394814646337181,0.034364111721515656,0.022842319682240486,0.01668182946741581,0.027519185096025467
0,3145728,0.17700470983982086,4.5980181312188506e-05,0.010891702026128769,0.03070843778550625,0.039958253502845764,0.023647159337997437
0,3211264,0.20977488160133362,2.3391967260977253e-06,0.012349825352430344,0.02456376887857914,0.008728946559131145,0.04074530303478241
0,3276800,0.20515184104442596,0.00018770911265164614,0.04037926718592644,0.0008312661666423082,0.03285416215658188,0.0424865260720253
0,3342336,0.18240782618522644,-0.00015100812015589327,0.05475500598549843,0.01565890945494175,0.019906319677829742,0.04204433038830757
0,3407872,0.19429627060890198,-1.5440729839610867e-05,0.03660230338573456,0.015087762847542763,0.02845875918865204,0.02268451452255249
0,3473408,0.186128631234169,2.954270166810602e-05,0.03747027367353439,0.03224624693393707,0.02215634472668171,0.015852078795433044
0,3538944,0.18526282906532288,0.00012381089618429542,0.019521605223417282,0.03116570971906185,0.04787229001522064,0.02009357511997223
0,3604480,0.19603231549263,8.585304021835327e-05,0.02367042377591133,0.02452642284333706,0.019037462770938873,0.04989311099052429
0,3670016,0.2022789567708969,-8.10334604466334e-05,0.022647760808467865,0.022074392065405846,0.032163918018341064,0.030860044062137604
0,3735552,0.1752014458179474,-0.00011203865869902074,0.0475737489759922,0.04836402088403702,0.04085497558116913,0.03564472123980522
0,3801088,0.18803958594799042,-1.4545355952577665e-05,0.022127050906419754,0.012041301466524601,0.04341614991426468,0.027385523542761803
0,3866624,0.22096194326877594,8.379684004466981e-07,0.02603580430150032,0.040387414395809174,0.035131096839904785,0.0260951928794384
0,3932160,0.187442809343338,1.4891409591655247e-05,0.0545651838183403,0.04564620554447174,0.01660560816526413,0.03727155178785324
0,3997696,0.1994432508945465,7.044276571832597e-05,0.024069510400295258,0.035279855132102966,0.021596800535917282,0.05383942276239395
0,4063232,0.20067864656448364,1.8288068531546742e-05,0.04351764917373657,0.02958039566874504,0.029216108843684196,0.03180253505706787
0,4128768,0.18866212666034698,-5.723384310840629e-05,0.011302093043923378,0.039175212383270264,0.03748135641217232,0.03453022986650467
0,4194304,0.16269263625144958,-1.74110391526483e-05,0.013384083285927773,0.05080748349428177,0.029506118968129158,0.044202905148267746
0,4259840,0.19262902438640594,-4.1527226130710915e-05,0.058596596121788025,0.03266175091266632,0.06549854576587677,0.041720177978277206
0,4325376,0.20685915648937225,0.0001961891248356551,0.020963501185178757,0.04416600614786148,0.024250848218798637,0.04976300895214081
0,4390912,0.18108950555324554,-7.07840226823464e-05,0.028349783271551132,0.045368779450654984,0.03032805770635605,0.020177582278847694
0,4456448,0.21499449014663696,-4.727027771878056e-06,0.010619922541081905,0.029985202476382256,0.035827189683914185,0.02747098170220852
0,4521984,0.1827281415462494,7.287471817107871e-05,0.03551480174064636,0.002582276239991188,0.030188709497451782,0.051233820617198944
0,4587520,0.23379412293434143,0.00018526962958276272,0.04421146214008331,0.05104482173919678,0.03167169913649559,0.03242334723472595
0,4653056,0.1822480857372284,7.57597663323395e-05,0.06016932800412178,0.020017217844724655,0.04854489117860794,0.02488178014755249
