collected_frames,train/mean_reward,train/epsilon,train/replay_buffer_size,train/q_network_lr,train/loss,train/grad_norm,train/q_mean,train/target_q_mean
17694720,,,,,0.11750388145446777,0.16536840796470642,0.7037397027015686,0.6782283186912537
17825792,0.004566691815853119,0.46166666666666667,2000000,0.0008866666666666654,,,,
17825792,,,,,0.09972350299358368,0.1821485161781311,0.7205857038497925,0.7253201603889465
17956864,-0.008962917141616344,0.4577083333333333,2000000,0.0008858333333333321,,,,
17956864,,,,,0.10156112164258957,0.04833093285560608,0.7055523991584778,0.6939290761947632
18087936,0.017354976385831833,0.45375,2000000,0.0008849999999999989,,,,
18087936,,,,,0.10345035046339035,0.2408849149942398,0.7118854522705078,0.67216557264328
18219008,-0.0022475742734968662,0.4497916666666667,2000000,0.0008841666666666655,,,,
18219008,,,,,0.10959073156118393,0.10144398361444473,0.757116973400116,0.7308688163757324
18350080,-0.0151072908192873,0.4458333333333333,2000000,0.0008833333333333321,,,,
18350080,,,,,0.10452327132225037,0.1399490088224411,0.7823149561882019,0.7685251235961914
18481152,-0.0017970248591154814,0.441875,2000000,0.0008824999999999987,,,,
18481152,,,,,0.1259366273880005,0.39394211769104004,0.8073700070381165,0.7495644092559814
18612224,0.001309063984081149,0.4379166666666666,2000000,0.0008816666666666655,,,,
18612224,,,,,0.13873545825481415,0.1301376223564148,0.783324122428894,0.7743237018585205
18743296,-0.01272023469209671,0.43395833333333333,2000000,0.0008808333333333321,,,,
18743296,,,,,0.13761335611343384,0.08078471571207047,0.7741534113883972,0.7695199251174927
18874368,0.008207269944250584,0.43000000000000005,2000000,0.0008799999999999988,,,,
18874368,,,,,0.12334147095680237,0.10155730694532394,0.792431652545929,0.7538163661956787
19005440,0.0016775727272033691,0.42604166666666665,2000000,0.0008791666666666655,,,,
19005440,,,,,0.1122405156493187,0.12377765029668808,0.7701733112335205,0.7716196179389954
19136512,0.030276939272880554,0.42208333333333337,2000000,0.0008783333333333321,,,,
19136512,,,,,0.10227245092391968,0.07312104105949402,0.8093237280845642,0.8142303228378296
19267584,-0.0008503701537847519,0.41812499999999997,2000000,0.0008774999999999987,,,,
19267584,,,,,0.1304367482662201,0.12144333124160767,0.7887954115867615,0.7634565830230713
19398656,-0.011011402122676373,0.4141666666666667,2000000,0.0008766666666666654,,,,
19398656,,,,,0.13501596450805664,0.0908256396651268,0.7801799774169922,0.7691342234611511
19529728,0.0058426689356565475,0.4102083333333334,2000000,0.000875833333333332,,,,
19529728,,,,,0.10096731781959534,0.1503441482782364,0.819676399230957,0.8026701807975769
19660800,-0.0012874489184468985,0.40625,2000000,0.0008749999999999986,,,,
19660800,,,,,0.11770781874656677,0.07981126755475998,0.8055374026298523,0.788937509059906
19791872,-0.004224557429552078,0.4022916666666667,2000000,0.0008741666666666653,,,,
19791872,,,,,0.10758700221776962,0.23696266114711761,0.8223581314086914,0.8414015769958496
19922944,0.008513081818819046,0.3983333333333333,2000000,0.0008733333333333321,,,,
19922944,,,,,0.1194620281457901,0.16820800304412842,0.7722334861755371,0.7653603553771973
20054016,-0.0046060639433562756,0.39437500000000003,2000000,0.0008724999999999987,,,,
20054016,,,,,0.11310644447803497,0.15270820260047913,0.8267274498939514,0.7933573722839355
20185088,0.029715057462453842,0.39041666666666675,2000000,0.0008716666666666653,,,,
20185088,,,,,0.09800267964601517,0.13539579510688782,0.790714681148529,0.7682108879089355
20316160,0.0042024836875498295,0.38645833333333335,2000000,0.000870833333333332,,,,
20316160,,,,,0.11003421992063522,0.13248220086097717,0.8261145353317261,0.8008339405059814
20447232,-0.006831388920545578,0.38250000000000006,2000000,0.0008699999999999987,,,,
20447232,,,,,0.12041398882865906,0.09563183039426804,0.7754368782043457,0.7640239596366882
20578304,0.002192686777561903,0.37854166666666667,2000000,0.0008691666666666653,,,,
20578304,,,,,0.1233864426612854,0.09267453104257584,0.8712493181228638,0.8491414785385132
20709376,-0.002183356788009405,0.3745833333333334,2000000,0.000868333333333332,,,,
20709376,,,,,0.12071172893047333,0.1483777016401291,0.8230598568916321,0.8301626443862915
20840448,-0.0012055321130901575,0.3706250000000001,2000000,0.0008674999999999986,,,,
20840448,,,,,0.12669572234153748,0.500693142414093,0.8304557800292969,0.8470972776412964
20971520,0.00735977990552783,0.3666666666666667,2000000,0.0008666666666666652,,,,
20971520,,,,,0.12853440642356873,0.1004289984703064,0.8544422388076782,0.8385770320892334
21102592,-0.0005504039581865072,0.3627083333333334,2000000,0.0008658333333333318,,,,
21102592,,,,,0.11194416135549545,0.38732048869132996,0.8564213514328003,0.8700307011604309
21233664,0.012503273785114288,0.35875,2000000,0.0008649999999999985,,,,
21233664,,,,,0.11703164875507355,0.2139962762594223,0.8523306250572205,0.8602384924888611
